category,title,context,question,answer
全院共用服務-資安專區,資安規章,"中央研究院資通系統電子形式軌跡資料（Log）管理要點

一、中央研究院（以下簡稱本院）為確保電子形式軌跡資料（以下簡稱 Log）之蒐集、處理及利用符合資通安全及資訊隱私之維護，依個人資料保護法施行細則第24條之規範，訂定本管理要點。

二、本要點所稱 Log 指在使用資通系統服務過程中，由作業系統、應用系統、資安設備、網路設備等軟硬體自動產生使用狀態之紀錄，包括但不限於使用者之存取帳號、存取時間、網路 IP 位址、使用設備代號、網路路徑等使用資通系統之紀錄。

三、本要點適用範圍為本院各單位提供或管理之資通系統。

四、本院提供或管理資通系統之各單位主管應指派負責督導資通安全業務之 Log主管（由各單位資通安全主管或資訊室主任擔任為原則）執掌以下事務：
(一) 指派掌有資通系統帳號管理權限者為Log管理者。
(二) 受理Log調閱書面申請。
(三) 接受口頭答覆申請案之報備
(四) 監督稽核 Log 管理者落實資通系統之維運及安全管理工作。
(五) 為資通安全目的提出 Log 調閱申請。

Log 管理者，執掌以下事務：
(一) Log 之保存與稽核。
(二) 為維護資通系統安全所為之威脅分析與因應。
(三) 資安事件之調查處理。

五、各單位之 Log 應依照中央研究院資通安全管理規範實施要點進行保存。各單位應定期依 Log 自動產生之綜合分析報告，進行例行性檢視，分析異常狀況，及早發現潛在的資安威脅，以維持系統正常穩定運作。各單位應建立 Log 管理者之權限控管、身分認證機制。並訂定 Log 之閱覽、判讀、更改設定之作業程序規範，報院備查。
各單位發現資通安全事件時，除依中央研究院資通安全管理規範實施要點進行通報及處理。如需調閱 Log，其申請審核程序依第六點規定辦理。

六、申請調閱 Log，除法律另有規定者外，以本院人員為因應資通安全威脅所必要者為限。為有效迅速解決資通安全威脅，Log 管理者得接受申請人以口頭申請，並得逕以口頭答覆。但有下列情形之一者，應以書面提出調閱申請：
(一) 申請閱覽或提供複製本。
(二) 不宜以口頭答覆者。
Log 管理者以口頭答覆後，Log 主管認定應以書面提出申請者，應請申請人補提書面申請。各單位為資通安全目的有主動調閱Log必要時，應由Log主管以書面提出調閱申請。但為因應緊急資通安全之必要，得先以口頭向單位主管報請核准調閱之，並儘速補提書面申請。
本院以外之政府機關依法請求本院提供Log者，應以機關名義來函敘明法律依據及請求提供Log之特定範圍。

七、以書面申請調閱者，由Log主管報請單位主管核准得調閱之 Log 項目及內容。申請人為單位主管者，由單位副主管或最資深研究人員核准之。單位主管或Log 主管因職務所知悉之資訊，應保守秘密。以口頭申請並以口頭答覆者，由 Log 管理者進行審核，並儘速以書面或電子紀錄方式向 Log 主管報備。Log 主管並應定期稽核Log管理者受理口頭申請與實際提供口頭答覆之業務處理情形。提供調閱或口頭答覆之範圍，以解決資通安全威脅所必要之最少資料為限。調閱之 Log 涉及第三人之使用紀錄時，除應由單位主管審核外，並應通知該第三人。

八、Log 管理者應負以下之管理責任：
(一) Log 管理者不得對 Log 進行管理權責以外之監看與分析。
(二) 書面調閱申請文件，Log資料管理者應妥善保管。
(三) 因職務所知悉之資訊，應保守秘密。
(四) 應保管調閱申請之紀錄。
(五) 所屬單位人員?職或職務調動時，立即辦理權限異動或帳號移除。

九、本院提供或管理資通系統之各單位應公告隱私權政策，聲明該管資通系統為維護系統安全將自動記錄整體或個別使用者Log之類別及其利用方式。",調閱Log的審核程序是怎樣的？ ,"調閱Log的審核程序包括以下步驟：
1. Log管理者接受口頭申請並口頭答覆，若需要閱覽、提供複製本，或不宜以口頭答覆者，則需以書面申請。
2. 若以書面申請，Log主管需報請單位主管核准得調閱之Log項目及內容；申請人為單位主管者，由單位副主管或最資深研究人員核准之。
3. Log主管及管理者需保護調閱申請之紀錄及資訊機密性。
4. 調閱的範圍及內容以解決資通安全威脅所必要之最少資料為限。調閱涉及第三人之使用紀錄時，須通知該第三人。"
全院共用服務-資安專區,資安規章,"中央研究院資通系統電子形式軌跡資料（Log）管理要點

一、中央研究院（以下簡稱本院）為確保電子形式軌跡資料（以下簡稱 Log）之蒐集、處理及利用符合資通安全及資訊隱私之維護，依個人資料保護法施行細則第24條之規範，訂定本管理要點。

二、本要點所稱 Log 指在使用資通系統服務過程中，由作業系統、應用系統、資安設備、網路設備等軟硬體自動產生使用狀態之紀錄，包括但不限於使用者之存取帳號、存取時間、網路 IP 位址、使用設備代號、網路路徑等使用資通系統之紀錄。

三、本要點適用範圍為本院各單位提供或管理之資通系統。

四、本院提供或管理資通系統之各單位主管應指派負責督導資通安全業務之 Log主管（由各單位資通安全主管或資訊室主任擔任為原則）執掌以下事務：
(一) 指派掌有資通系統帳號管理權限者為Log管理者。
(二) 受理Log調閱書面申請。
(三) 接受口頭答覆申請案之報備
(四) 監督稽核 Log 管理者落實資通系統之維運及安全管理工作。
(五) 為資通安全目的提出 Log 調閱申請。

Log 管理者，執掌以下事務：
(一) Log 之保存與稽核。
(二) 為維護資通系統安全所為之威脅分析與因應。
(三) 資安事件之調查處理。

五、各單位之 Log 應依照中央研究院資通安全管理規範實施要點進行保存。各單位應定期依 Log 自動產生之綜合分析報告，進行例行性檢視，分析異常狀況，及早發現潛在的資安威脅，以維持系統正常穩定運作。各單位應建立 Log 管理者之權限控管、身分認證機制。並訂定 Log 之閱覽、判讀、更改設定之作業程序規範，報院備查。
各單位發現資通安全事件時，除依中央研究院資通安全管理規範實施要點進行通報及處理。如需調閱 Log，其申請審核程序依第六點規定辦理。

六、申請調閱 Log，除法律另有規定者外，以本院人員為因應資通安全威脅所必要者為限。為有效迅速解決資通安全威脅，Log 管理者得接受申請人以口頭申請，並得逕以口頭答覆。但有下列情形之一者，應以書面提出調閱申請：
(一) 申請閱覽或提供複製本。
(二) 不宜以口頭答覆者。
Log 管理者以口頭答覆後，Log 主管認定應以書面提出申請者，應請申請人補提書面申請。各單位為資通安全目的有主動調閱Log必要時，應由Log主管以書面提出調閱申請。但為因應緊急資通安全之必要，得先以口頭向單位主管報請核准調閱之，並儘速補提書面申請。
本院以外之政府機關依法請求本院提供Log者，應以機關名義來函敘明法律依據及請求提供Log之特定範圍。

七、以書面申請調閱者，由Log主管報請單位主管核准得調閱之 Log 項目及內容。申請人為單位主管者，由單位副主管或最資深研究人員核准之。單位主管或Log 主管因職務所知悉之資訊，應保守秘密。以口頭申請並以口頭答覆者，由 Log 管理者進行審核，並儘速以書面或電子紀錄方式向 Log 主管報備。Log 主管並應定期稽核Log管理者受理口頭申請與實際提供口頭答覆之業務處理情形。提供調閱或口頭答覆之範圍，以解決資通安全威脅所必要之最少資料為限。調閱之 Log 涉及第三人之使用紀錄時，除應由單位主管審核外，並應通知該第三人。

八、Log 管理者應負以下之管理責任：
(一) Log 管理者不得對 Log 進行管理權責以外之監看與分析。
(二) 書面調閱申請文件，Log資料管理者應妥善保管。
(三) 因職務所知悉之資訊，應保守秘密。
(四) 應保管調閱申請之紀錄。
(五) 所屬單位人員?職或職務調動時，立即辦理權限異動或帳號移除。

九、本院提供或管理資通系統之各單位應公告隱私權政策，聲明該管資通系統為維護系統安全將自動記錄整體或個別使用者Log之類別及其利用方式。",Log管理者有哪些責任？ ,"Log管理者有以下責任：
1. Log之保存與稽核。
2. 為維護資通系統安全所為之威脅分析與因應。
3. 資安事件之調查處理。"
全院共用服務-資安專區,資安規章,"中央研究院資通系統電子形式軌跡資料（Log）管理要點

一、中央研究院（以下簡稱本院）為確保電子形式軌跡資料（以下簡稱 Log）之蒐集、處理及利用符合資通安全及資訊隱私之維護，依個人資料保護法施行細則第24條之規範，訂定本管理要點。

二、本要點所稱 Log 指在使用資通系統服務過程中，由作業系統、應用系統、資安設備、網路設備等軟硬體自動產生使用狀態之紀錄，包括但不限於使用者之存取帳號、存取時間、網路 IP 位址、使用設備代號、網路路徑等使用資通系統之紀錄。

三、本要點適用範圍為本院各單位提供或管理之資通系統。

四、本院提供或管理資通系統之各單位主管應指派負責督導資通安全業務之 Log主管（由各單位資通安全主管或資訊室主任擔任為原則）執掌以下事務：
(一) 指派掌有資通系統帳號管理權限者為Log管理者。
(二) 受理Log調閱書面申請。
(三) 接受口頭答覆申請案之報備
(四) 監督稽核 Log 管理者落實資通系統之維運及安全管理工作。
(五) 為資通安全目的提出 Log 調閱申請。

Log 管理者，執掌以下事務：
(一) Log 之保存與稽核。
(二) 為維護資通系統安全所為之威脅分析與因應。
(三) 資安事件之調查處理。

五、各單位之 Log 應依照中央研究院資通安全管理規範實施要點進行保存。各單位應定期依 Log 自動產生之綜合分析報告，進行例行性檢視，分析異常狀況，及早發現潛在的資安威脅，以維持系統正常穩定運作。各單位應建立 Log 管理者之權限控管、身分認證機制。並訂定 Log 之閱覽、判讀、更改設定之作業程序規範，報院備查。
各單位發現資通安全事件時，除依中央研究院資通安全管理規範實施要點進行通報及處理。如需調閱 Log，其申請審核程序依第六點規定辦理。

六、申請調閱 Log，除法律另有規定者外，以本院人員為因應資通安全威脅所必要者為限。為有效迅速解決資通安全威脅，Log 管理者得接受申請人以口頭申請，並得逕以口頭答覆。但有下列情形之一者，應以書面提出調閱申請：
(一) 申請閱覽或提供複製本。
(二) 不宜以口頭答覆者。
Log 管理者以口頭答覆後，Log 主管認定應以書面提出申請者，應請申請人補提書面申請。各單位為資通安全目的有主動調閱Log必要時，應由Log主管以書面提出調閱申請。但為因應緊急資通安全之必要，得先以口頭向單位主管報請核准調閱之，並儘速補提書面申請。
本院以外之政府機關依法請求本院提供Log者，應以機關名義來函敘明法律依據及請求提供Log之特定範圍。

七、以書面申請調閱者，由Log主管報請單位主管核准得調閱之 Log 項目及內容。申請人為單位主管者，由單位副主管或最資深研究人員核准之。單位主管或Log 主管因職務所知悉之資訊，應保守秘密。以口頭申請並以口頭答覆者，由 Log 管理者進行審核，並儘速以書面或電子紀錄方式向 Log 主管報備。Log 主管並應定期稽核Log管理者受理口頭申請與實際提供口頭答覆之業務處理情形。提供調閱或口頭答覆之範圍，以解決資通安全威脅所必要之最少資料為限。調閱之 Log 涉及第三人之使用紀錄時，除應由單位主管審核外，並應通知該第三人。

八、Log 管理者應負以下之管理責任：
(一) Log 管理者不得對 Log 進行管理權責以外之監看與分析。
(二) 書面調閱申請文件，Log資料管理者應妥善保管。
(三) 因職務所知悉之資訊，應保守秘密。
(四) 應保管調閱申請之紀錄。
(五) 所屬單位人員?職或職務調動時，立即辦理權限異動或帳號移除。

九、本院提供或管理資通系統之各單位應公告隱私權政策，聲明該管資通系統為維護系統安全將自動記錄整體或個別使用者Log之類別及其利用方式。",各單位應該公告什麼政策？,各單位應公告隱私權政策，聲明該管資通系統為維護系統安全將自動記錄整體或個別使用者Log之類別及其利用方式。
全院共用服務-資安專區,資安規章,"中央研究院公務用途使用即時通訊軟體指引

中央研究院為提高本院同仁使用即時通訊軟體處?公務之安全性，防止遭駭客入侵、竊取資?、假冒詐騙等資安風險，並避免操作?慎致公務資?外洩，特提供以下使用建議予各單位?考。

軟體的選用建議
1. 本院建議使用 SKI+：(1) 本軟體具備點對點加密功能。(2) 由本院專業團隊建置，伺服器由可靠機構維運。
2. 如須使用其他通訊軟體時，提醒?得使用中國開發之通訊軟體外，並建議?考以下措施：(1) 須具備點對點加密功能。(2) 該通訊軟體伺服器宜建置於台灣境內。

軟體的安裝由官方網站下載，勿隨意透過未知?源?結或網站隨意下載使用。 安裝時僅授權軟體必要使用權限，避免洩?過多個人資訊。依各廠牌即時通訊軟體原廠建議進?安全設定。

安裝即時通訊軟體之電腦、筆電請安裝防毒與端點防護軟體且保持正常運作。?動裝置?宜有取得超級使用者權限等破壞原廠安全機制之?為。裝置之系統及通訊軟體版本必須保持最新版本，確保使用安全。

使用即時通訊軟體以傳送溝通訊息為主，內容避免涉及機密性、安全性、隱私性、敏感性或洩?個人資?。?隨意以任何形式散佈通訊內容至任何公開或特定公開之網站。3. 未確認傳遞者身分及訊息內容真實性前，?隨意點選訊息內超?結，以免?入釣魚、?意或高風險網站陷阱。

隨時注意工作群組是否有陌生人士潛入，避免資訊外洩。",什麼是中央研究院公務用途使用即時通訊軟體指引？,中央研究院公務用途使用即時通訊軟體指引是一份文件，旨在提高中央研究院同仁使用即時通訊軟體處理公務時的安全性，防範資訊安全風險，並提供使用建議予各單位參考。
全院共用服務-資安專區,資安規章,"中央研究院公務用途使用即時通訊軟體指引

中央研究院為提高本院同仁使用即時通訊軟體處?公務之安全性，防止遭駭客入侵、竊取資?、假冒詐騙等資安風險，並避免操作?慎致公務資?外洩，特提供以下使用建議予各單位?考。

軟體的選用建議
1. 本院建議使用 SKI+：(1) 本軟體具備點對點加密功能。(2) 由本院專業團隊建置，伺服器由可靠機構維運。
2. 如須使用其他通訊軟體時，提醒?得使用中國開發之通訊軟體外，並建議?考以下措施：(1) 須具備點對點加密功能。(2) 該通訊軟體伺服器宜建置於台灣境內。

軟體的安裝由官方網站下載，勿隨意透過未知?源?結或網站隨意下載使用。 安裝時僅授權軟體必要使用權限，避免洩?過多個人資訊。依各廠牌即時通訊軟體原廠建議進?安全設定。

安裝即時通訊軟體之電腦、筆電請安裝防毒與端點防護軟體且保持正常運作。?動裝置?宜有取得超級使用者權限等破壞原廠安全機制之?為。裝置之系統及通訊軟體版本必須保持最新版本，確保使用安全。

使用即時通訊軟體以傳送溝通訊息為主，內容避免涉及機密性、安全性、隱私性、敏感性或洩?個人資?。?隨意以任何形式散佈通訊內容至任何公開或特定公開之網站。3. 未確認傳遞者身分及訊息內容真實性前，?隨意點選訊息內超?結，以免?入釣魚、?意或高風險網站陷阱。

隨時注意工作群組是否有陌生人士潛入，避免資訊外洩。",中央研究院有推薦的即時通訊軟體嗎？為什麼推薦這些軟體？,中央研究院有推薦使用SKI+即時通訊軟體，原因是該軟體具備點對點加密功能，且由中研院專業團隊建置，伺服器由可靠機構維運，因此具有較高的安全性。此外，如果需要使用其他通訊軟體，也建議選擇具備點對點加密功能且伺服器建置於台灣境內的軟體。
全院共用服務-資安專區,資安規章,"中央研究院公務用途使用即時通訊軟體指引

中央研究院為提高本院同仁使用即時通訊軟體處?公務之安全性，防止遭駭客入侵、竊取資?、假冒詐騙等資安風險，並避免操作?慎致公務資?外洩，特提供以下使用建議予各單位?考。

軟體的選用建議
1. 本院建議使用 SKI+：(1) 本軟體具備點對點加密功能。(2) 由本院專業團隊建置，伺服器由可靠機構維運。
2. 如須使用其他通訊軟體時，提醒?得使用中國開發之通訊軟體外，並建議?考以下措施：(1) 須具備點對點加密功能。(2) 該通訊軟體伺服器宜建置於台灣境內。

軟體的安裝由官方網站下載，勿隨意透過未知?源?結或網站隨意下載使用。 安裝時僅授權軟體必要使用權限，避免洩?過多個人資訊。依各廠牌即時通訊軟體原廠建議進?安全設定。

安裝即時通訊軟體之電腦、筆電請安裝防毒與端點防護軟體且保持正常運作。?動裝置?宜有取得超級使用者權限等破壞原廠安全機制之?為。裝置之系統及通訊軟體版本必須保持最新版本，確保使用安全。

使用即時通訊軟體以傳送溝通訊息為主，內容避免涉及機密性、安全性、隱私性、敏感性或洩?個人資?。?隨意以任何形式散佈通訊內容至任何公開或特定公開之網站。3. 未確認傳遞者身分及訊息內容真實性前，?隨意點選訊息內超?結，以免?入釣魚、?意或高風險網站陷阱。

隨時注意工作群組是否有陌生人士潛入，避免資訊外洩。",如果需要使用其他通訊軟體，有什麼考慮事項？,"如果需要使用其他通訊軟體，建議考慮以下事項：
1. 該通訊軟體是否具備點對點加密功能。
2. 該通訊軟體伺服器宜建置於台灣境內。"
全院共用服務-資安專區,資安規章,"中央研究院公務用途使用即時通訊軟體指引

中央研究院為提高本院同仁使用即時通訊軟體處?公務之安全性，防止遭駭客入侵、竊取資?、假冒詐騙等資安風險，並避免操作?慎致公務資?外洩，特提供以下使用建議予各單位?考。

軟體的選用建議
1. 本院建議使用 SKI+：(1) 本軟體具備點對點加密功能。(2) 由本院專業團隊建置，伺服器由可靠機構維運。
2. 如須使用其他通訊軟體時，提醒?得使用中國開發之通訊軟體外，並建議?考以下措施：(1) 須具備點對點加密功能。(2) 該通訊軟體伺服器宜建置於台灣境內。

軟體的安裝由官方網站下載，勿隨意透過未知?源?結或網站隨意下載使用。 安裝時僅授權軟體必要使用權限，避免洩?過多個人資訊。依各廠牌即時通訊軟體原廠建議進?安全設定。

安裝即時通訊軟體之電腦、筆電請安裝防毒與端點防護軟體且保持正常運作。?動裝置?宜有取得超級使用者權限等破壞原廠安全機制之?為。裝置之系統及通訊軟體版本必須保持最新版本，確保使用安全。

使用即時通訊軟體以傳送溝通訊息為主，內容避免涉及機密性、安全性、隱私性、敏感性或洩?個人資?。?隨意以任何形式散佈通訊內容至任何公開或特定公開之網站。3. 未確認傳遞者身分及訊息內容真實性前，?隨意點選訊息內超?結，以免?入釣魚、?意或高風險網站陷阱。

隨時注意工作群組是否有陌生人士潛入，避免資訊外洩。",安裝即時通訊軟體時需要注意什麼？,"安裝即時通訊軟體時需要注意以下幾點：
1. 軟體的安裝要透過官方網站下載，避免透過未知來源下載使用。
2. 安裝時要授權軟體必要使用權限，避免洩露過多個人資訊。
3. 要依各廠牌即時通訊軟體原廠建議進行安全設定。
4. 安裝電腦、筆電上要安裝防毒與端點防護軟體且保持正常運作。
5. 使用動裝置要有取得超級使用者權限等破壞原廠安全機制之行為。
6. 裝置之系統及通訊軟體版本必須保持最新版本，確保使用安全。"
全院共用服務-資安專區,資安規章,"中央研究院公務用途使用即時通訊軟體指引

中央研究院為提高本院同仁使用即時通訊軟體處?公務之安全性，防止遭駭客入侵、竊取資?、假冒詐騙等資安風險，並避免操作?慎致公務資?外洩，特提供以下使用建議予各單位?考。

軟體的選用建議
1. 本院建議使用 SKI+：(1) 本軟體具備點對點加密功能。(2) 由本院專業團隊建置，伺服器由可靠機構維運。
2. 如須使用其他通訊軟體時，提醒?得使用中國開發之通訊軟體外，並建議?考以下措施：(1) 須具備點對點加密功能。(2) 該通訊軟體伺服器宜建置於台灣境內。

軟體的安裝由官方網站下載，勿隨意透過未知?源?結或網站隨意下載使用。 安裝時僅授權軟體必要使用權限，避免洩?過多個人資訊。依各廠牌即時通訊軟體原廠建議進?安全設定。

安裝即時通訊軟體之電腦、筆電請安裝防毒與端點防護軟體且保持正常運作。?動裝置?宜有取得超級使用者權限等破壞原廠安全機制之?為。裝置之系統及通訊軟體版本必須保持最新版本，確保使用安全。

使用即時通訊軟體以傳送溝通訊息為主，內容避免涉及機密性、安全性、隱私性、敏感性或洩?個人資?。?隨意以任何形式散佈通訊內容至任何公開或特定公開之網站。3. 未確認傳遞者身分及訊息內容真實性前，?隨意點選訊息內超?結，以免?入釣魚、?意或高風險網站陷阱。

隨時注意工作群組是否有陌生人士潛入，避免資訊外洩。",使用即時通訊軟體時需要注意哪些事項？,"使用即時通訊軟體時需要注意以下事項：
1. 建議使用本院提供的 SKI+ 軟體，具備點對點加密功能，伺服器由可靠機構維運。
2. 若使用其他通訊軟體，須選擇具備點對點加密功能且伺服器建置於台灣境內的軟體。
3. 安裝軟體時要從官方網站下載，勿隨意透過未知來源下載使用。
4. 安裝時需授權必要使用權限，並按照原廠建議進行安全設定。
5. 使用電腦、筆電安裝防毒與端點防護軟體，且系統及軟體版本須保持最新。
6. 傳送溝通訊息時要避免涉及機密性、安全性、隱私性、敏感性或個人資訊。
7. 不要隨意散佈通訊內容至任何公開或特定公開的網站。
8. 不要隨意點選訊息內超連結，以免進入釣魚、惡意或高風險網站陷阱。
9. 注意工作群組是否有陌生人士潛入，避免資訊外洩。"
全院共用服務-資安專區,資安規章,"中央研究院公務用途使用即時通訊軟體指引

中央研究院為提高本院同仁使用即時通訊軟體處?公務之安全性，防止遭駭客入侵、竊取資?、假冒詐騙等資安風險，並避免操作?慎致公務資?外洩，特提供以下使用建議予各單位?考。

軟體的選用建議
1. 本院建議使用 SKI+：(1) 本軟體具備點對點加密功能。(2) 由本院專業團隊建置，伺服器由可靠機構維運。
2. 如須使用其他通訊軟體時，提醒?得使用中國開發之通訊軟體外，並建議?考以下措施：(1) 須具備點對點加密功能。(2) 該通訊軟體伺服器宜建置於台灣境內。

軟體的安裝由官方網站下載，勿隨意透過未知?源?結或網站隨意下載使用。 安裝時僅授權軟體必要使用權限，避免洩?過多個人資訊。依各廠牌即時通訊軟體原廠建議進?安全設定。

安裝即時通訊軟體之電腦、筆電請安裝防毒與端點防護軟體且保持正常運作。?動裝置?宜有取得超級使用者權限等破壞原廠安全機制之?為。裝置之系統及通訊軟體版本必須保持最新版本，確保使用安全。

使用即時通訊軟體以傳送溝通訊息為主，內容避免涉及機密性、安全性、隱私性、敏感性或洩?個人資?。?隨意以任何形式散佈通訊內容至任何公開或特定公開之網站。3. 未確認傳遞者身分及訊息內容真實性前，?隨意點選訊息內超?結，以免?入釣魚、?意或高風險網站陷阱。

隨時注意工作群組是否有陌生人士潛入，避免資訊外洩。",如何避免資訊外洩？,隨時注意工作群組是否有陌生人士潛入，避免資訊外洩。使用即時通訊軟體以傳送溝通訊息為主，內容避免涉及機密性、安全性、隱私性、敏感性或洩漏個人資料。不要隨意以任何形式散佈通訊內容至任何公開或特定公開之網站。
全院共用服務-資安專區,資安規章,"中央研究院自攜電子設備使用指引

中央研究院為?低同仁自攜電子設備因資安防護或管??足，被植入病毒或?意程式，進而遭使全院公務資訊系統遭駭、資?外洩等風險，特提供以下使用建議予各單位?考。

本建議適用於中研院公務?政區與對外服務區之自攜電子設備。學術研究區與訪客區?適用。

名詞定義
1)自攜電子設備：自?攜帶之桌機、筆電、手機、平板電腦等可?網資訊設備。
2)公務?政區：辦公室電腦、公務資訊系統伺服器所在之網?區域。
3)對外服務區：對全院及外界開放之服務系統網?區域。
4)學術研究區：研究室電腦和伺服器等。
5)訪客區：非上述三個網?區域，僅供訪客?網用的網?區域。

於中研院公務?政區與對外服務區使用自攜電子設備，建議該?區域之網?管?單位訂定管?措施(如提出申請並?冊管?)。

建議相關設備完成以下資安防護措施：
(1) 系統、應用程式定期?新。
(2) 僅安裝所需要用的軟體。
(3) 桌機及筆電請安裝防毒及端點防護軟體並維持正常運作。
(4)所有應用程式或軟體請從官方網站下載安裝。

自攜電子設備避免儲存公務資?，同仁?職時，請確認設備中無?存公務資?，並停止存取公務用網?環境。",這項服務的目的是什麼？,這項服務的目的是提供中研院同仁使用自攜電子設備的使用建議，以防止因資安防護或管控不足，導致公務資訊系統遭駭、資料外洩等風險。
全院共用服務-資安專區,資安規章,"中央研究院自攜電子設備使用指引

中央研究院為?低同仁自攜電子設備因資安防護或管??足，被植入病毒或?意程式，進而遭使全院公務資訊系統遭駭、資?外洩等風險，特提供以下使用建議予各單位?考。

本建議適用於中研院公務?政區與對外服務區之自攜電子設備。學術研究區與訪客區?適用。

名詞定義
1)自攜電子設備：自?攜帶之桌機、筆電、手機、平板電腦等可?網資訊設備。
2)公務?政區：辦公室電腦、公務資訊系統伺服器所在之網?區域。
3)對外服務區：對全院及外界開放之服務系統網?區域。
4)學術研究區：研究室電腦和伺服器等。
5)訪客區：非上述三個網?區域，僅供訪客?網用的網?區域。

於中研院公務?政區與對外服務區使用自攜電子設備，建議該?區域之網?管?單位訂定管?措施(如提出申請並?冊管?)。

建議相關設備完成以下資安防護措施：
(1) 系統、應用程式定期?新。
(2) 僅安裝所需要用的軟體。
(3) 桌機及筆電請安裝防毒及端點防護軟體並維持正常運作。
(4)所有應用程式或軟體請從官方網站下載安裝。

自攜電子設備避免儲存公務資?，同仁?職時，請確認設備中無?存公務資?，並停止存取公務用網?環境。",這項服務適用於哪些區域？,這項服務適用於中研院公務政區與對外服務區之自攜電子設備。學術研究區與訪客區不適用。
全院共用服務-資安專區,資安規章,"中央研究院自攜電子設備使用指引

中央研究院為?低同仁自攜電子設備因資安防護或管??足，被植入病毒或?意程式，進而遭使全院公務資訊系統遭駭、資?外洩等風險，特提供以下使用建議予各單位?考。

本建議適用於中研院公務?政區與對外服務區之自攜電子設備。學術研究區與訪客區?適用。

名詞定義
1)自攜電子設備：自?攜帶之桌機、筆電、手機、平板電腦等可?網資訊設備。
2)公務?政區：辦公室電腦、公務資訊系統伺服器所在之網?區域。
3)對外服務區：對全院及外界開放之服務系統網?區域。
4)學術研究區：研究室電腦和伺服器等。
5)訪客區：非上述三個網?區域，僅供訪客?網用的網?區域。

於中研院公務?政區與對外服務區使用自攜電子設備，建議該?區域之網?管?單位訂定管?措施(如提出申請並?冊管?)。

建議相關設備完成以下資安防護措施：
(1) 系統、應用程式定期?新。
(2) 僅安裝所需要用的軟體。
(3) 桌機及筆電請安裝防毒及端點防護軟體並維持正常運作。
(4)所有應用程式或軟體請從官方網站下載安裝。

自攜電子設備避免儲存公務資?，同仁?職時，請確認設備中無?存公務資?，並停止存取公務用網?環境。",什麼是自攜電子設備？,自攜電子設備是指自己攜帶之桌機、筆電、手機、平板電腦等可上網資訊設備。
全院共用服務-資安專區,資安規章,"中央研究院自攜電子設備使用指引

中央研究院為?低同仁自攜電子設備因資安防護或管??足，被植入病毒或?意程式，進而遭使全院公務資訊系統遭駭、資?外洩等風險，特提供以下使用建議予各單位?考。

本建議適用於中研院公務?政區與對外服務區之自攜電子設備。學術研究區與訪客區?適用。

名詞定義
1)自攜電子設備：自?攜帶之桌機、筆電、手機、平板電腦等可?網資訊設備。
2)公務?政區：辦公室電腦、公務資訊系統伺服器所在之網?區域。
3)對外服務區：對全院及外界開放之服務系統網?區域。
4)學術研究區：研究室電腦和伺服器等。
5)訪客區：非上述三個網?區域，僅供訪客?網用的網?區域。

於中研院公務?政區與對外服務區使用自攜電子設備，建議該?區域之網?管?單位訂定管?措施(如提出申請並?冊管?)。

建議相關設備完成以下資安防護措施：
(1) 系統、應用程式定期?新。
(2) 僅安裝所需要用的軟體。
(3) 桌機及筆電請安裝防毒及端點防護軟體並維持正常運作。
(4)所有應用程式或軟體請從官方網站下載安裝。

自攜電子設備避免儲存公務資?，同仁?職時，請確認設備中無?存公務資?，並停止存取公務用網?環境。",什麼是公務政區？,公務政區是指中研院辦公室電腦、公務資訊系統伺服器所在之網域。
全院共用服務-資安專區,資安規章,"中央研究院自攜電子設備使用指引

中央研究院為?低同仁自攜電子設備因資安防護或管??足，被植入病毒或?意程式，進而遭使全院公務資訊系統遭駭、資?外洩等風險，特提供以下使用建議予各單位?考。

本建議適用於中研院公務?政區與對外服務區之自攜電子設備。學術研究區與訪客區?適用。

名詞定義
1)自攜電子設備：自?攜帶之桌機、筆電、手機、平板電腦等可?網資訊設備。
2)公務?政區：辦公室電腦、公務資訊系統伺服器所在之網?區域。
3)對外服務區：對全院及外界開放之服務系統網?區域。
4)學術研究區：研究室電腦和伺服器等。
5)訪客區：非上述三個網?區域，僅供訪客?網用的網?區域。

於中研院公務?政區與對外服務區使用自攜電子設備，建議該?區域之網?管?單位訂定管?措施(如提出申請並?冊管?)。

建議相關設備完成以下資安防護措施：
(1) 系統、應用程式定期?新。
(2) 僅安裝所需要用的軟體。
(3) 桌機及筆電請安裝防毒及端點防護軟體並維持正常運作。
(4)所有應用程式或軟體請從官方網站下載安裝。

自攜電子設備避免儲存公務資?，同仁?職時，請確認設備中無?存公務資?，並停止存取公務用網?環境。",什麼是對外服務區？,對外服務區是指對全院及外界開放之服務系統網區域，在中研院公務政區與對外服務區中使用自攜電子設備時，需遵守相關的安全建議。
